input_text,corrected_text,error_count,error_types,label
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Pumunta kami sa zoo,1,grammar,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Naglalaro kami ng bola,Mahilig siyang mag-drawing,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang aking kapatid ay naglalaro ng bola,Naglalaro kami ng bola,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Ang puno ay mataas at malakas,1,grammar,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,1,grammar,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Ang sasakyan ay nakaparada sa labas,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Naglalaro kami ng bola,1,grammar,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Pumunta kami sa zoo,Ako ay tumatakbo ng mabilis,1,grammar,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Ang puno ng mataas at malakas,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Ang puno ay mataas at malakas,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang aso ay tumatakbo sa parke,1,grammar,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Mahilig siyang mag-drawing,Nakikita ko ang isang bahaghari sa langit,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Naglalaro sila ng baskatball,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang puno ay mataas at malakas,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Ang sasakyan ay nakaparada sa labas,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang mga bituin ay kumikislap sa gabi,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang mga bituin ay kumikislapp sa gabi,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang aking kapatid ng naglalaro ng bola,Ang puno ay mataas at malakas,1,grammar,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Pumunta kami sa dalampasigan,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Ang puno ay mataas at malakas,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Nakikita ko ang isang malaking punno,Mahilig siyang mag-drawing,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ang puno ay mataas at malakas,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ang pusa ng tumatalon sa kama,Ang mga bulaklak ay namumulaklak,1,grammar,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang araw ay sumisikat sa langit,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Naglalaro kami ng bola,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Naglalaro sila ng basketball,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Pumunta kami sa zoo,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Ang puno ay mataas at malakas,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Pumunta kami sa zoo,Ako ay tumatakbo ng mabilis,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Nagbabasa siya ng libro,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Pumunta kami sa zoo,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Naglalaro kami ng bola,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Pumunta kami sa dalampasigan,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang mga bituin ay kumikislap sa gabi,Naglalaro sila ng basketball,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang ibon ng lumilipad sa taas,Nagbabasa siya ng libro,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang mga bulaklak ng namumulaklak,Nagbabasa siya ng libro,1,grammar,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang pusa ay tumatalon sa kama,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang bahaghari sa langit,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Naglalaro kami ng bola,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Nagbabasa siya ng libro,Mahilig siyang mag-drawing,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Naglalaro sila ng basketball,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Pumunta kami sa dalampasigan,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Nagbabasa siya ng libro,Naglalaro kami ng bola,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Ang aking kapatid ay naglalaro ng bola,1,grammar,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ang aking pusa ay napaka-cute,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ang aking kapatid ay naglalaro ng bola,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Naglalaro kami ng bola,Ang puno ay mataas at malakas,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Mahilig siyang mag-drawing,Naglalaro kami ng bola,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang aking kapatid ng naglalaro ng bola,Nagbabasa siya ng libro,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Naglalaro kami ng bola,1,grammar,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang araw ay sumisikat sa langit,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Naglalaro sila ng basketball,1,grammar,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Ang sasakyan ay nakaparada sa labas,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Pumunta kami sa zoo,Mahilig siyang mag-drawing,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang ibon ng lumilipad sa taas,Naglalaro sila ng basketball,1,grammar,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang mga bulaklak ng namumulaklak,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ako ng tumatakbo ng mabilis,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Pumunta kami sa zoo,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,1,grammar,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Ang mga bituin ng kumikislap sa gabi,Ang sasakyan ay nakaparada sa labas,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Naglalaro kami ng bola,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Ang pusa ay tumatalon sa kama,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Pumunta kami sa zoo,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Mahilig siyang mag-drawing,Nakikita ko ang isang bahaghari sa langit,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang aking kapatid ng naglalaro ng bola,Naglalaro sila ng basketball,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Nagbabasa siya ng libro,1,spelling,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang ibon ng lumilipad sa taas,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Siya ay kumakain ng mansas,Naglalaro kami ng bola,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang puno ng mataas at malakas,Naglalaro sila ng basketball,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang aking kapatid ay naglalaro ng bola,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang mga bulaklak ng namumulaklak,Ang aking kapatid ay naglalaro ng bola,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Naglalaro sila ng basketball,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang aking pusa ay napaka-cute,1,grammar,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,1,spelling,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang mga bituin ng kumikislap sa gabi,Naglalaro sila ng basketball,1,grammar,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Nakikita ko ang isang malaking punno,Nakikita ko ang isang bahaghari sa langit,1,spelling,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Naglalaro sila ng basketball,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Naglalaro kami ng bola,1,spelling,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Pumunta kami sa zoo,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Naglalaro kami ng bola,Ang puno ay mataas at malakas,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang araw ng sumisikat sa langit,Ang puno ay mataas at malakas,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Ang aking pusa ay napaka-cute,1,grammar,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Ako ay tumatakbo ng mabilis,1,grammar,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Naglalaro kami ng bolla,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Mahilig siyang mag-drawing,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Ang puno ay mataas at malakas,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Nakikita ko ang isang bahaghari sa langit,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Naglalaro sila ng basketball,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Ang puno ay mataas at malakas,1,grammar,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang puno ay mataas at malakas,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ako ay tumatakbo ng mabilis,1,grammar,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
