question_type,left_number,right_number,correct_answer,user_answer,response_time_sec,at_risk
Which is bigger?,3,46,right,right,2.56,0
Which is bigger?,72,34,left,left,4.96,0
Which is bigger?,57,70,right,right,5.13,0
Which is smaller?,56,58,left,left,2.05,0
Choose the number closest to 10.,98,62,right,left,8.47,1
Which is bigger?,84,16,left,left,3.19,0
Which is bigger?,54,83,right,left,8.29,1
Which is bigger?,15,81,right,right,3.93,0
Which is smaller?,48,89,left,left,4.03,0
Which is bigger?,35,38,right,right,3.81,0
Which is smaller?,17,77,left,left,5.21,0
Which is bigger?,51,62,right,right,2.76,0
Which is smaller?,55,72,left,right,7.91,1
Which is smaller?,48,22,right,right,5.1,0
Which is bigger?,49,19,left,left,4.72,0
Which is bigger?,15,42,right,left,10.49,1
Choose the number closest to 10.,77,56,right,left,6.21,1
Which is bigger?,41,55,right,right,4.96,0
Which is bigger?,24,16,left,left,3.89,0
Which is smaller?,31,28,right,left,8.85,1
Choose the number closest to 10.,85,38,right,right,3.99,0
Which is bigger?,34,64,right,right,3.61,0
Which is smaller?,39,70,left,left,5.31,0
Which is smaller?,48,77,left,left,3.51,0
Which is smaller?,42,22,right,right,2.59,0
Which is bigger?,69,29,left,left,3.48,0
Which is smaller?,11,18,left,left,4.62,0
Choose the number closest to 10.,45,28,right,right,5.39,0
Choose the number closest to 10.,77,8,right,right,4.11,0
Which is bigger?,51,17,left,left,5.32,0
Which is bigger?,9,92,right,right,2.64,0
Which is bigger?,100,82,left,left,3.56,0
Which is smaller?,64,21,right,right,3.71,0
Which is smaller?,69,83,left,left,3.89,0
Which is bigger?,80,45,left,left,4.08,0
Choose the number closest to 10.,87,42,right,right,4.69,0
Which is bigger?,24,75,right,right,3.56,0
Which is bigger?,88,45,left,left,4.14,0
Which is smaller?,13,52,left,left,3.95,0
Choose the number closest to 10.,42,63,left,left,3.07,0
Which is bigger?,58,9,left,left,3.89,0
Which is bigger?,68,82,right,right,3.86,0
Which is smaller?,77,12,right,right,3.83,0
Which is smaller?,40,35,right,right,4.03,0
Which is smaller?,82,28,right,right,4.08,0
Which is bigger?,39,57,right,left,6.35,1
Choose the number closest to 10.,96,94,right,right,5.27,0
Which is smaller?,16,46,left,left,2.83,0
Choose the number closest to 10.,74,59,right,right,3.28,0
Which is smaller?,78,27,right,right,6.78,1
Which is bigger?,63,66,right,right,2.96,0
Which is bigger?,25,16,left,left,2.65,0
Which is smaller?,11,9,right,right,4.73,0
Which is bigger?,83,67,left,right,3.88,1
Which is bigger?,55,5,left,left,3.76,0
Choose the number closest to 10.,69,23,right,left,10.22,1
Choose the number closest to 10.,9,46,left,left,2.46,0
Which is smaller?,70,61,right,right,2.02,0
Which is smaller?,72,56,right,right,2.5,0
Choose the number closest to 10.,9,41,left,left,4.9,0
Which is smaller?,89,40,right,right,5.12,0
Choose the number closest to 10.,28,42,left,left,3.49,0
Which is smaller?,66,7,right,right,4.68,0
Choose the number closest to 10.,14,46,left,left,5.39,0
Which is smaller?,25,38,left,left,5.79,0
Which is smaller?,64,12,right,right,3.75,0
Which is smaller?,96,49,right,left,3.55,1
Choose the number closest to 10.,51,76,left,right,5.77,1
Which is smaller?,29,27,right,left,6.36,1
Which is bigger?,76,78,right,right,3.74,0
Which is smaller?,81,56,right,right,3.81,0
Which is smaller?,7,79,left,left,5.12,0
Choose the number closest to 10.,4,89,left,left,5.27,0
Which is bigger?,69,77,right,right,3.83,0
Which is smaller?,30,74,left,left,5.1,0
Which is bigger?,88,91,right,right,4.36,0
Which is bigger?,91,11,left,left,4.06,0
Which is smaller?,85,67,right,right,4.91,0
Which is smaller?,22,84,left,left,4.07,0
Which is smaller?,95,66,right,right,6.06,1
Which is smaller?,80,97,left,right,4.84,1
Choose the number closest to 10.,79,93,left,left,3.48,0
Which is smaller?,57,22,right,right,3.87,0
Which is smaller?,100,63,right,right,4.44,0
Choose the number closest to 10.,74,45,right,right,5.27,0
Which is bigger?,67,95,right,right,3.98,0
Choose the number closest to 10.,7,23,left,left,2.58,0
Which is smaller?,96,75,right,right,4.84,0
Choose the number closest to 10.,78,85,left,right,8.13,1
Choose the number closest to 10.,10,18,left,left,2.06,0
Choose the number closest to 10.,25,82,left,left,4.0,0
Which is smaller?,11,60,left,left,2.41,0
Which is smaller?,97,75,right,right,3.34,0
Which is smaller?,43,13,right,right,3.1,0
Which is bigger?,55,64,right,right,4.81,0
Which is bigger?,67,51,left,right,7.18,1
Which is bigger?,11,24,right,right,2.71,0
Choose the number closest to 10.,4,27,left,left,4.88,0
Which is smaller?,97,56,right,left,4.85,1
Which is bigger?,100,11,left,left,4.33,0
Choose the number closest to 10.,63,69,left,left,3.19,0
Which is smaller?,74,2,right,left,6.45,1
Which is bigger?,95,80,left,left,4.5,0
Choose the number closest to 10.,74,81,left,right,7.78,1
Which is bigger?,57,60,right,right,5.34,0
Which is smaller?,41,19,right,right,3.92,0
Which is smaller?,55,75,left,left,4.31,0
Which is smaller?,12,81,left,right,6.34,1
Which is smaller?,96,65,right,right,4.18,0
Which is bigger?,97,93,left,left,4.44,0
Choose the number closest to 10.,2,99,left,right,6.85,1
Which is smaller?,25,17,right,right,2.2,0
Which is bigger?,96,16,left,left,4.33,0
Which is bigger?,75,11,left,left,4.36,0
Choose the number closest to 10.,17,74,left,right,5.98,1
Which is smaller?,18,83,left,right,5.07,1
Which is smaller?,16,32,left,left,5.48,0
Which is bigger?,74,8,left,left,4.49,0
Which is smaller?,69,13,right,left,6.66,1
Choose the number closest to 10.,16,6,right,right,2.86,0
Which is bigger?,18,39,right,right,3.18,0
Which is smaller?,27,52,left,left,5.3,0
Which is smaller?,90,68,right,right,4.14,0
Which is smaller?,97,52,right,right,3.45,0
Which is smaller?,11,28,left,left,4.51,0
Choose the number closest to 10.,93,77,right,right,3.19,0
Which is bigger?,27,46,right,right,5.5,0
Choose the number closest to 10.,8,91,left,left,5.35,0
Which is smaller?,70,42,right,left,6.3,1
Which is smaller?,12,47,left,left,3.37,0
Which is smaller?,58,86,left,left,1.38,0
Choose the number closest to 10.,43,50,left,right,4.78,1
Which is bigger?,75,63,left,left,2.66,0
Which is smaller?,45,15,right,right,4.14,0
Which is smaller?,32,51,left,right,6.51,1
Choose the number closest to 10.,6,85,left,left,2.65,0
Choose the number closest to 10.,31,61,left,left,3.72,0
Which is smaller?,4,21,left,left,4.51,0
Which is smaller?,99,84,right,right,4.53,0
Which is bigger?,44,32,left,left,2.1,0
Choose the number closest to 10.,11,49,left,right,6.81,1
Which is smaller?,9,91,left,left,2.62,0
Which is bigger?,5,14,right,right,4.9,0
Choose the number closest to 10.,60,42,right,right,4.78,0
Which is bigger?,43,69,right,left,5.65,1
Choose the number closest to 10.,39,53,left,right,5.85,1
Which is bigger?,48,16,left,left,3.54,0
Choose the number closest to 10.,72,70,right,right,1.75,0
Which is smaller?,28,2,right,right,4.34,0
Which is smaller?,54,27,right,right,3.73,0
Choose the number closest to 10.,14,34,left,left,4.97,0
Choose the number closest to 10.,35,59,left,left,2.9,0
Choose the number closest to 10.,30,76,left,left,3.38,0
Which is bigger?,3,74,right,right,2.49,0
Which is bigger?,54,64,right,right,3.0,0
Choose the number closest to 10.,97,85,right,left,5.23,1
Choose the number closest to 10.,89,1,right,right,5.0,0
Which is bigger?,65,69,right,right,3.3,0
Which is smaller?,79,66,right,right,4.12,0
Which is smaller?,41,97,left,right,6.43,1
Which is bigger?,91,31,left,right,5.1,1
Which is smaller?,69,96,left,right,6.75,1
Which is bigger?,63,16,left,left,4.6,0
Which is bigger?,3,83,right,left,5.19,1
Choose the number closest to 10.,72,16,right,right,4.81,0
Which is smaller?,35,100,left,left,3.15,0
Which is bigger?,26,40,right,left,6.28,1
Choose the number closest to 10.,65,98,left,left,4.53,0
Which is bigger?,65,64,left,left,3.34,0
Which is smaller?,57,84,left,left,4.04,0
Choose the number closest to 10.,29,94,left,left,3.69,0
Which is smaller?,37,98,left,left,4.13,0
Which is bigger?,33,13,left,left,1.62,0
Which is bigger?,78,2,left,left,2.17,0
Which is bigger?,45,25,left,left,4.62,0
Choose the number closest to 10.,54,3,right,right,5.04,0
Which is bigger?,51,18,left,left,3.09,0
Which is bigger?,6,34,right,right,3.76,0
Which is bigger?,30,11,left,left,4.29,0
Choose the number closest to 10.,84,46,right,right,4.69,0
Which is bigger?,1,35,right,right,1.97,0
Which is bigger?,3,8,right,right,3.11,0
Which is smaller?,89,76,right,left,6.5,1
Which is smaller?,13,73,left,left,4.7,0
Which is smaller?,48,100,left,left,6.5,1
Choose the number closest to 10.,83,10,right,right,3.77,0
Which is smaller?,92,79,right,right,2.59,0
Choose the number closest to 10.,19,97,left,left,4.4,0
Which is smaller?,4,76,left,left,5.32,0
Choose the number closest to 10.,61,20,right,right,4.11,0
Which is smaller?,74,53,right,right,3.09,0
Which is bigger?,48,11,left,right,8.44,1
Which is smaller?,19,24,left,left,4.66,0
Which is smaller?,89,83,right,right,2.97,0
Which is bigger?,54,13,left,left,4.38,0
Choose the number closest to 10.,7,5,left,left,5.0,0
Which is smaller?,68,56,right,right,5.18,0
Which is smaller?,28,7,right,right,3.93,0
Which is bigger?,70,52,left,left,3.64,0
Choose the number closest to 10.,22,8,right,left,8.84,1
Which is bigger?,100,5,left,left,2.79,0
Which is smaller?,100,31,right,right,4.44,0
Which is smaller?,93,18,right,right,2.63,0
Which is smaller?,26,53,left,right,8.6,1
Choose the number closest to 10.,4,2,left,left,3.74,0
Which is smaller?,78,41,right,right,5.27,0
Which is bigger?,64,32,left,left,4.49,0
Choose the number closest to 10.,2,4,right,right,2.78,0
Which is bigger?,79,60,left,left,5.42,0
Which is bigger?,84,58,left,left,5.55,0
Which is bigger?,14,27,right,right,4.88,0
Which is smaller?,73,6,right,right,3.24,0
Which is smaller?,10,84,left,left,3.69,0
Which is bigger?,24,16,left,left,4.15,0
Which is smaller?,41,91,left,left,3.3,0
Choose the number closest to 10.,53,15,right,left,9.54,1
Which is bigger?,73,22,left,left,4.14,0
Which is bigger?,61,1,left,left,1.3,0
Which is smaller?,32,53,left,left,4.34,0
Which is bigger?,29,98,right,right,3.65,0
Which is bigger?,24,47,right,right,3.93,0
Choose the number closest to 10.,51,2,right,right,3.63,0
Which is bigger?,28,76,right,right,4.81,0
Which is bigger?,19,94,right,left,8.68,1
Choose the number closest to 10.,94,3,right,right,4.28,0
Which is smaller?,95,58,right,right,3.66,0
Which is smaller?,24,49,left,left,3.96,0
Which is bigger?,87,24,left,left,4.02,0
Choose the number closest to 10.,46,41,right,right,3.2,0
Which is bigger?,61,53,left,left,4.58,0
Which is smaller?,78,39,right,right,4.46,0
Which is bigger?,87,18,left,left,5.54,0
Which is smaller?,89,46,right,right,5.26,0
Which is smaller?,15,49,left,left,3.31,0
Which is bigger?,14,74,right,right,4.82,0
Which is smaller?,69,75,left,right,5.57,1
Which is bigger?,22,56,right,right,4.7,0
Which is smaller?,97,90,right,right,3.48,0
Choose the number closest to 10.,69,53,right,right,2.98,0
Choose the number closest to 10.,55,66,left,left,4.28,0
Which is bigger?,28,60,right,right,1.33,0
Which is bigger?,2,65,right,right,2.25,0
Which is smaller?,59,34,right,right,3.82,0
Choose the number closest to 10.,30,57,left,right,7.12,1
Choose the number closest to 10.,12,73,left,left,3.63,0
Which is bigger?,63,38,left,left,2.42,0
Choose the number closest to 10.,17,11,right,right,3.18,0
Which is bigger?,7,52,right,right,4.39,0
Choose the number closest to 10.,98,68,right,left,7.87,1
Which is bigger?,51,78,right,left,6.98,1
Choose the number closest to 10.,17,26,left,left,5.16,0
Which is bigger?,36,70,right,right,4.4,0
Which is smaller?,35,58,left,right,5.88,1
Which is bigger?,65,21,left,left,3.72,0
Choose the number closest to 10.,68,53,right,right,2.6,0
Which is smaller?,24,19,right,right,3.89,0
Which is bigger?,22,9,left,right,8.67,1
Which is bigger?,96,94,left,left,4.69,0
Choose the number closest to 10.,19,2,right,right,5.4,0
Which is smaller?,1,27,left,left,3.7,0
Which is bigger?,8,3,left,left,5.35,0
Choose the number closest to 10.,49,32,right,right,3.81,0
Choose the number closest to 10.,92,52,right,right,5.47,0
Choose the number closest to 10.,15,79,left,left,3.98,0
Choose the number closest to 10.,67,74,left,left,4.71,0
Choose the number closest to 10.,12,16,left,left,5.48,0
Which is smaller?,1,3,left,left,3.81,0
Which is bigger?,50,73,right,right,4.22,0
Choose the number closest to 10.,20,31,left,left,5.29,0
Which is smaller?,26,59,left,left,3.87,0
Choose the number closest to 10.,87,69,right,left,5.02,1
Choose the number closest to 10.,94,59,right,right,6.14,1
Choose the number closest to 10.,6,50,left,left,3.53,0
Choose the number closest to 10.,44,39,right,right,4.16,0
Which is bigger?,71,55,left,left,5.16,0
Which is smaller?,50,32,right,right,3.39,0
Which is bigger?,77,76,left,left,2.99,0
Choose the number closest to 10.,29,32,left,left,4.25,0
Which is bigger?,93,32,left,right,4.31,1
Which is bigger?,13,67,right,left,6.57,1
Which is smaller?,12,85,left,left,4.25,0
Choose the number closest to 10.,48,89,left,left,3.73,0
Choose the number closest to 10.,19,98,left,left,2.46,0
Which is smaller?,20,3,right,right,5.59,0
Which is smaller?,86,2,right,right,4.1,0
Which is bigger?,42,98,right,right,5.43,0
Which is smaller?,53,4,right,right,3.74,0
Which is smaller?,74,78,left,left,3.12,0
Which is smaller?,75,91,left,left,4.27,0
Which is smaller?,56,57,left,left,3.78,0
Which is bigger?,13,8,left,left,2.82,0
Which is smaller?,83,93,left,left,5.47,0
Which is bigger?,91,99,right,right,3.38,0
Which is bigger?,89,65,left,left,2.16,0
Which is bigger?,84,29,left,left,5.33,0
Choose the number closest to 10.,99,37,right,left,6.24,1
Which is bigger?,51,19,left,left,3.39,0
Which is smaller?,65,9,right,right,2.23,0
Choose the number closest to 10.,42,18,right,right,5.74,0
Which is smaller?,82,25,right,right,2.71,0
Which is bigger?,29,45,right,left,7.09,1
Which is bigger?,2,38,right,right,4.91,0
Choose the number closest to 10.,13,99,left,left,4.42,0
Which is bigger?,71,90,right,right,3.94,0
Choose the number closest to 10.,15,88,left,left,2.3,0
Which is bigger?,81,23,left,left,3.19,0
Which is smaller?,45,73,left,left,4.19,0
Choose the number closest to 10.,51,15,right,left,5.82,1
Which is bigger?,60,78,right,right,4.2,0
Which is bigger?,34,55,right,right,4.68,0
Which is bigger?,11,17,right,right,4.96,0
Choose the number closest to 10.,19,59,left,left,2.77,0
Which is bigger?,93,96,right,left,10.29,1
Which is bigger?,17,73,right,right,4.77,0
Choose the number closest to 10.,55,9,right,right,4.0,0
Which is bigger?,4,84,right,left,8.63,1
Choose the number closest to 10.,92,48,right,right,6.37,1
Choose the number closest to 10.,55,56,left,left,2.56,0
Which is bigger?,99,94,left,right,6.66,1
Which is smaller?,40,49,left,left,1.62,0
Which is smaller?,84,23,right,left,7.29,1
Which is smaller?,54,29,right,left,7.55,1
Which is smaller?,50,4,right,right,3.96,0
Which is bigger?,43,31,left,left,3.35,0
Which is smaller?,93,96,left,left,1.95,0
Which is bigger?,94,40,left,left,4.37,0
Which is bigger?,34,31,left,left,5.46,0
Which is smaller?,11,63,left,right,6.11,1
Choose the number closest to 10.,22,21,right,left,7.66,1
Which is bigger?,96,87,left,left,2.43,0
Which is smaller?,86,24,right,right,4.46,0
Which is bigger?,66,51,left,right,6.41,1
Choose the number closest to 10.,50,45,right,left,5.86,1
Which is smaller?,20,17,right,right,3.24,0
Which is bigger?,80,57,left,right,6.41,1
Which is smaller?,70,57,right,right,4.38,0
Which is smaller?,80,38,right,right,2.69,0
Which is bigger?,85,21,left,left,3.6,0
Choose the number closest to 10.,27,47,left,left,3.96,0
Which is smaller?,14,66,left,left,2.9,0
Choose the number closest to 10.,62,39,right,left,9.69,1
Which is bigger?,31,41,right,left,5.72,1
Which is bigger?,40,7,left,left,3.33,0
Which is smaller?,95,97,left,left,3.02,0
Which is bigger?,15,20,right,right,5.8,0
Choose the number closest to 10.,56,33,right,right,4.55,0
Which is smaller?,21,46,left,left,3.06,0
Which is bigger?,3,52,right,right,5.11,0
Which is smaller?,37,83,left,right,7.3,1
Which is bigger?,13,86,right,right,4.26,0
Which is smaller?,100,26,right,right,3.66,0
Which is bigger?,68,19,left,left,3.25,0
Which is bigger?,86,55,left,left,4.34,0
Which is bigger?,44,87,right,right,3.45,0
Which is smaller?,65,23,right,right,5.82,0
Choose the number closest to 10.,67,36,right,right,2.73,0
Which is smaller?,69,3,right,left,9.3,1
Which is smaller?,34,100,left,left,3.89,0
Which is bigger?,13,6,left,left,4.3,0
Which is bigger?,48,40,left,left,4.83,0
Choose the number closest to 10.,36,11,right,left,6.05,1
Which is bigger?,32,4,left,left,4.86,0
Which is smaller?,7,40,left,left,1.29,0
Choose the number closest to 10.,55,1,right,left,5.92,1
Which is bigger?,64,19,left,left,3.08,0
Choose the number closest to 10.,83,65,right,right,2.75,0
Which is bigger?,26,21,left,left,3.79,0
Choose the number closest to 10.,26,14,right,right,4.39,0
Choose the number closest to 10.,76,80,left,left,4.7,0
Which is bigger?,11,12,right,left,7.36,1
Which is bigger?,2,27,right,right,3.33,0
Which is smaller?,15,31,left,left,4.37,0
Choose the number closest to 10.,64,96,left,left,4.12,0
Which is smaller?,98,84,right,right,4.94,0
Which is bigger?,100,96,left,left,4.78,0
Choose the number closest to 10.,97,50,right,left,7.05,1
Which is bigger?,98,46,left,left,3.1,0
Choose the number closest to 10.,97,7,right,right,3.35,0
